Bit Depth,Hole Depth,On Bottom ROP,Weight on Bit,Block Height,Hook Load,Rotary RPM,Rotary Torque,Standpipe Pressure,3rd Party Gas,Meters Per Hour,Minutes Per Meter,Total Pump Output,DD-MMM-YYYY,HH:MM:SS
1438.62,1438.62,20.29,2.4,74.5,61.9,35,270.667,14928,-999.25,20.29,2.96,1.5,22-Mar-07,2:07:00
1438.68,1438.68,20.29,2.8,74.5,62.4,36,267.334,14778,-999.25,20.29,2.96,1.5,22-Mar-07,2:07:10
1438.72,1438.72,20.29,2.7,74.4,62.4,37,282.667,14735,-999.25,20.29,2.96,1.5,22-Mar-07,2:07:20
1438.78,1438.78,20.29,2.9,74.4,61.4,35,289.334,14830,-999.25,20.29,2.96,1.5,22-Mar-07,2:07:30
1438.83,1438.83,16.65,2.3,74.3,62.1,35,277.334,14907,-999.25,16.65,3.6,1.5,22-Mar-07,2:07:40
1438.87,1438.87,16.65,2.9,74.3,62.5,35,289.334,14910,-999.25,16.65,3.6,1.5,22-Mar-07,2:07:50
1438.95,1438.95,16.65,2.4,74.3,62.3,35,271.334,14884,-999.25,16.65,3.6,1.5,22-Mar-07,2:08:00
1438.99,1438.99,16.65,3,74.2,61.7,35,280.001,14878,-999.25,16.65,3.6,1.5,22-Mar-07,2:08:10
1439.07,1439.07,20.62,3.4,74.1,61.7,35,281.334,14870,-999.25,20.62,2.91,1.5,22-Mar-07,2:08:20
1439.1,1439.1,20.62,3.9,74,61.3,35,292.667,14938,-999.25,20.62,2.91,1.5,22-Mar-07,2:08:30
1439.17,1439.17,20.62,3.9,74,60.9,34,311.334,14924,-999.25,20.62,2.91,1.5,22-Mar-07,2:08:40
1439.22,1439.22,19.74,3.4,74,61.7,34,309.334,15097,-999.25,19.74,3.04,1.5,22-Mar-07,2:08:50
1439.26,1439.26,19.74,2.8,73.9,62.1,35,276.667,14839,-999.25,19.74,3.04,1.5,22-Mar-07,2:09:00
1439.32,1439.32,19.74,3.3,73.9,61.4,35,274.667,14792,-999.25,19.74,3.04,1.5,22-Mar-07,2:09:10
1439.39,1439.39,19.74,4.2,73.8,60.9,34,310.001,14914,-999.25,19.74,3.04,1.5,22-Mar-07,2:09:20
1439.43,1439.43,18.03,3.3,73.7,61.5,34,302.667,15095,-999.25,18.03,3.33,1.5,22-Mar-07,2:09:30
1439.49,1439.49,18.03,3.4,73.7,61.4,33,300.667,15026,-999.25,18.03,3.33,1.5,22-Mar-07,2:09:40
1439.56,1439.56,18.03,3.8,73.6,61,33,285.334,15019,-999.25,18.03,3.33,1.5,22-Mar-07,2:09:50
1439.59,1439.59,18.03,4.2,73.6,61.8,35,323.334,15168,-999.25,18.03,3.33,1.5,22-Mar-07,2:10:00
1439.65,1439.65,19.31,2.2,73.5,62.4,36,261.334,15108,-999.25,19.31,3.11,1.5,22-Mar-07,2:10:10
1439.71,1439.71,19.31,2.9,73.5,61.2,34,272.667,14802,-999.25,19.31,3.11,1.5,22-Mar-07,2:10:20
1439.76,1439.76,19.31,3.4,73.4,61.5,33,294.001,15032,-999.25,19.31,3.11,1.5,22-Mar-07,2:10:30
1439.83,1439.83,23.1,2.7,73.4,61.8,34,274.667,15041,-999.25,23.1,2.6,1.5,22-Mar-07,2:10:40
1439.88,1439.88,23.1,3,73.3,61.7,35,278.001,14855,-999.25,23.1,2.6,1.5,22-Mar-07,2:10:50
1439.92,1439.92,23.1,3.4,73.2,61.8,35,280.001,14841,-999.25,23.1,2.6,1.5,22-Mar-07,2:11:00
1439.99,1439.99,23.1,3.4,73.2,61.4,34,272.001,14810,-999.25,23.1,2.6,1.5,22-Mar-07,2:11:10
1440.04,1440.04,19.99,3.5,73.1,61.5,33,294.001,15007,-999.25,19.99,3,1.5,22-Mar-07,2:11:20
1440.07,1440.07,19.99,3.3,73.1,61.9,33,287.334,14988,-999.25,19.99,3,1.5,22-Mar-07,2:11:30
1440.14,1440.14,19.99,2.4,73.1,62.2,36,263.334,14877,-999.25,19.99,3,1.5,22-Mar-07,2:11:40
1440.21,1440.21,19.86,3.8,73,61.4,34,260.667,14685,-999.25,19.86,3.02,1.5,22-Mar-07,2:11:50
1440.22,1440.22,19.86,4.2,72.9,61.3,33,284.001,14855,-999.25,19.86,3.02,1.5,22-Mar-07,2:12:00
1440.26,1440.26,19.86,2.3,72.9,62.3,36,264.667,14857,-999.25,19.86,3.02,1.5,22-Mar-07,2:12:10
1440.33,1440.33,19.86,2.7,72.9,61.4,35,269.334,14703,-999.25,19.86,3.02,1.5,22-Mar-07,2:12:20
1440.37,1440.37,19.86,3.7,72.8,61.4,35,294.001,14951,-999.25,19.86,3.02,1.5,22-Mar-07,2:12:30
1440.43,1440.43,15.27,2.9,72.8,62,34,270.001,14969,-999.25,15.27,3.93,1.5,22-Mar-07,2:12:40
1440.49,1440.49,15.27,4.2,72.7,60.5,33,290.667,14854,-999.25,15.27,3.93,1.5,22-Mar-07,2:12:50
1440.51,1440.51,15.27,3,72.6,62,36,285.334,14958,-999.25,15.27,3.93,1.5,22-Mar-07,2:13:00
1440.59,1440.59,15.27,3,72.6,61.7,35,276.001,14776,-999.25,15.27,3.93,1.5,22-Mar-07,2:13:10
1440.66,1440.66,19.88,3.3,72.5,60.8,34,290.667,15013,-999.25,19.88,3.02,1.5,22-Mar-07,2:13:20
1440.69,1440.69,19.88,4.6,72.5,60.2,34,274.667,14976,-999.25,19.88,3.02,1.5,22-Mar-07,2:13:30
1440.73,1440.73,19.88,2.9,72.4,61.3,35,267.334,14893,-999.25,19.88,3.02,1.5,22-Mar-07,2:13:40
1440.77,1440.77,19.88,2.6,72.4,62.1,36,281.334,14817,-999.25,19.88,3.02,1.5,22-Mar-07,2:13:50
1440.84,1440.84,17.06,3.1,72.3,61.6,34,282.001,14846,-999.25,17.06,3.52,1.5,22-Mar-07,2:14:00
1440.89,1440.89,17.06,3.1,72.3,61.9,34,288.667,15006,-999.25,17.06,3.52,1.5,22-Mar-07,2:14:10
1440.94,1440.94,17.06,3.3,72.2,61.2,33,285.334,14907,-999.25,17.06,3.52,1.5,22-Mar-07,2:14:20
1440.98,1440.98,17.06,2.2,72.2,62.3,35,262.001,14921,-999.25,17.06,3.52,1.5,22-Mar-07,2:14:30
1441.04,1441.04,19.1,2.5,72.1,61.6,34,273.334,14762,-999.25,19.1,3.14,1.5,22-Mar-07,2:14:40
1441.11,1441.11,19.1,3.4,72.1,61.6,33,280.667,14875,-999.25,19.1,3.14,1.5,22-Mar-07,2:14:50
1441.18,1441.18,19.1,3.2,72,61.3,33,280.001,14944,-999.25,19.1,3.14,1.5,22-Mar-07,2:15:00
1441.21,1441.21,19.14,3.1,71.9,62.1,36,283.334,14896,-999.25,19.14,3.13,1.5,22-Mar-07,2:15:10
1441.24,1441.24,19.14,2.7,71.9,62.5,36,272.667,14781,-999.25,19.14,3.13,1.5,22-Mar-07,2:15:20
1441.31,1441.31,19.14,3.2,71.9,62,36,279.334,14709,-999.25,19.14,3.13,1.5,22-Mar-07,2:15:30
1441.36,1441.36,19.14,3,71.8,61.4,34,283.334,14894,-999.25,19.14,3.13,1.5,22-Mar-07,2:15:40
1441.41,1441.41,18.88,3.1,71.7,62.1,35,290.001,14939,-999.25,18.88,3.18,1.5,22-Mar-07,2:15:50
1441.47,1441.47,18.88,3.2,71.7,61.7,33,290.667,14980,-999.25,18.88,3.18,1.5,22-Mar-07,2:16:00
1441.54,1441.54,18.88,3,71.6,61.5,33,286.001,14980,-999.25,18.88,3.18,1.5,22-Mar-07,2:16:10
1441.57,1441.57,18.88,1.7,71.6,63.1,37,284.001,14979,-999.25,18.88,3.18,1.51,22-Mar-07,2:16:20
1441.62,1441.62,20.44,2.4,71.5,62.5,35,276.001,14737,-999.25,20.44,2.93,1.5,22-Mar-07,2:16:30
1441.69,1441.69,20.44,2.6,71.5,62.5,35,266.001,14757,-999.25,20.44,2.93,1.5,22-Mar-07,2:16:40
1441.75,1441.75,20.44,3.1,71.4,62.4,34,294.667,14966,-999.25,20.44,2.93,1.5,22-Mar-07,2:16:50
1441.79,1441.79,20.44,2.2,71.4,62.3,35,269.334,14961,-999.25,20.44,2.93,1.5,22-Mar-07,2:17:00
1441.85,1441.85,18.22,2.5,71.3,62.2,35,267.334,14721,-999.25,18.22,3.29,1.5,22-Mar-07,2:17:10
1441.89,1441.89,18.22,2.2,71.3,62.1,34,262.667,14731,-999.25,18.22,3.29,1.5,22-Mar-07,2:17:20
1441.96,1441.96,18.22,2.5,71.2,61.8,34,274.001,14825,-999.25,18.22,3.29,1.5,22-Mar-07,2:17:30
1442.02,1442.02,21.85,2.4,71.1,62.3,33,274.667,14882,-999.25,21.85,2.75,1.5,22-Mar-07,2:17:40
1442.07,1442.07,21.85,1.8,71.1,62.9,36,260.001,14842,-999.25,21.85,2.75,1.5,22-Mar-07,2:17:50
1442.12,1442.12,21.85,2.4,71,62.1,35,263.334,14687,-999.25,21.85,2.75,1.5,22-Mar-07,2:18:00
1442.2,1442.2,21.85,3.6,71,61.5,35,277.334,14689,-999.25,21.85,2.75,1.5,22-Mar-07,2:18:10
1442.23,1442.23,20.41,4,70.9,61.1,36,293.334,14957,-999.25,20.41,2.94,1.5,22-Mar-07,2:18:20
1442.26,1442.26,20.41,4,70.9,61.9,35,307.334,15066,-999.25,20.41,2.94,1.5,22-Mar-07,2:18:30
1442.33,1442.33,20.41,2.8,70.9,62.4,37,253.334,15066,-999.25,20.41,2.94,1.51,22-Mar-07,2:18:40
1442.39,1442.39,20.41,4.5,70.8,60.6,34,295.334,14859,-999.25,20.41,2.94,1.5,22-Mar-07,2:18:50
1442.39,1442.39,20.41,4,70.7,62.4,35,317.334,15241,-999.25,20.41,2.94,1.5,22-Mar-07,2:19:00
1442.47,1442.47,13.93,2.6,70.7,62.5,36,275.334,15034,-999.25,13.93,4.31,1.5,22-Mar-07,2:19:10
1442.55,1442.55,13.93,4.1,70.7,61.1,33,321.334,14965,-999.25,13.93,4.31,1.5,22-Mar-07,2:19:20
1442.59,1442.59,13.93,4.2,70.6,62.3,35,326.001,15261,-999.25,13.93,4.31,1.5,22-Mar-07,2:19:30
1442.66,1442.66,23.54,3.1,70.5,61.9,34,276.667,14924,-999.25,23.54,2.55,1.5,22-Mar-07,2:19:40
1442.71,1442.71,23.54,4.4,70.5,60.6,33,318.001,15113,-999.25,23.54,2.55,1.5,22-Mar-07,2:19:50
1442.77,1442.77,23.54,2.7,70.4,61.8,35,282.667,15210,-999.25,23.54,2.55,1.5,22-Mar-07,2:20:00
1442.83,1442.83,21.83,3.2,70.4,61.1,33,293.334,15065,-999.25,21.83,2.75,1.5,22-Mar-07,2:20:10
1442.88,1442.88,21.83,3,70.3,62.2,35,279.334,15091,-999.25,21.83,2.75,1.5,22-Mar-07,2:20:20
1442.94,1442.94,21.83,2.9,70.2,62,35,270.667,14933,-999.25,21.83,2.75,1.5,22-Mar-07,2:20:30
1443,1443,20.52,2.3,70.2,62.3,34,276.001,14904,-999.25,20.52,2.92,1.5,22-Mar-07,2:20:40
1443.08,1443.08,20.52,3.2,70.1,61.8,33,294.667,14949,-999.25,20.52,2.92,1.5,22-Mar-07,2:20:50
1443.11,1443.11,20.52,3.5,70,61.4,35,294.667,15073,-999.25,20.52,2.92,1.5,22-Mar-07,2:21:00
1443.17,1443.17,20.52,3.9,70,61.2,35,298.667,14924,-999.25,20.52,2.92,1.5,22-Mar-07,2:21:10
1443.23,1443.23,19.86,2.9,69.9,61.8,37,255.334,14974,-999.25,19.86,3.02,1.5,22-Mar-07,2:21:20
1443.3,1443.3,19.86,4.1,69.9,60.7,34,280.001,14976,-999.25,19.86,3.02,1.5,22-Mar-07,2:21:30
1443.33,1443.33,19.86,4,69.8,61.3,35,310.001,15167,-999.25,19.86,3.02,1.5,22-Mar-07,2:21:40
1443.41,1443.41,22.22,3.1,69.8,61.3,33,293.334,15042,-999.25,22.22,2.7,1.5,22-Mar-07,2:21:50
1443.42,1443.42,22.22,2.8,69.7,62.6,32,289.334,15097,-999.25,22.22,2.7,1.5,22-Mar-07,2:22:00
1443.42,1443.42,22.22,0.6,69.7,63.1,28,216.001,14722,-999.25,22.22,2.7,1.51,22-Mar-07,2:22:10
1443.42,1443.42,22.22,0,69.7,63.5,30,196.001,14180,-999.25,22.22,2.7,1.52,22-Mar-07,2:22:20
1443.42,1443.42,22.22,0,69.7,63.7,31,184.667,13986,-999.25,22.22,2.7,1.52,22-Mar-07,2:22:30
1443.42,1443.42,22.22,0,69.7,63.7,31,179.334,13909,-999.25,22.22,2.7,1.52,22-Mar-07,2:22:40
1443.42,1443.42,22.22,0,69.7,63.8,32,174.667,13873,-999.25,22.22,2.7,1.52,22-Mar-07,2:22:50
1443.42,1443.42,22.22,0,69.7,63.9,32,172.001,13855,-999.25,22.22,2.7,1.52,22-Mar-07,2:23:00
1443.42,1443.42,22.22,0,69.7,64,33,170.001,13826,-999.25,22.22,2.7,1.52,22-Mar-07,2:23:10
1443.42,1443.42,22.22,0,69.7,64,33,164.667,13809,-999.25,22.22,2.7,1.52,22-Mar-07,2:23:20
1443.42,1443.42,22.22,0,69.7,64,33,162.001,13788,-999.25,22.22,2.7,1.52,22-Mar-07,2:23:30
1443.42,1443.42,22.22,0,69.7,64.1,33,159.334,13775,-999.25,22.22,2.7,1.52,22-Mar-07,2:23:40
1443.42,1443.42,22.22,0,69.7,64.1,34,158.667,13767,-999.25,22.22,2.7,1.52,22-Mar-07,2:23:50
1443.42,1443.42,22.22,0,69.7,64.1,34,157.334,13752,-999.25,22.22,2.7,1.52,22-Mar-07,2:24:00
1443.42,1443.42,22.22,0,69.7,64.1,34,156.667,13735,-999.25,22.22,2.7,1.52,22-Mar-07,2:24:10
1443.42,1443.42,22.22,0,69.7,64.2,34,154.667,13726,-999.25,22.22,2.7,1.52,22-Mar-07,2:24:20
1443.42,1443.42,22.22,0,69.7,64.2,34,153.334,13720,-999.25,22.22,2.7,1.52,22-Mar-07,2:24:30
1443.42,1443.42,22.22,0,69.7,64.2,34,153.334,13712,-999.25,22.22,2.7,1.52,22-Mar-07,2:24:40
1443.42,1443.42,22.22,0,69.7,64.3,35,152.001,13699,-999.25,22.22,2.7,1.52,22-Mar-07,2:24:50
1443.42,1443.42,22.22,0,69.7,64.3,35,151.334,13687,-999.25,22.22,2.7,1.52,22-Mar-07,2:25:00
1443.42,1443.42,22.22,0,69.7,64.3,35,152.001,13685,-999.25,22.22,2.7,1.52,22-Mar-07,2:25:10
1442.44,1443.42,0,0.2,70.7,69,25,742.001,13691,-999.25,0,0,1.53,22-Mar-07,2:25:20
1440.34,1443.42,0,0,72.8,68.3,5,438.667,13627,-999.25,0,0,1.53,22-Mar-07,2:25:30
1438.19,1443.42,0,0,74.9,67.4,0,0,13646,-999.25,0,0,1.52,22-Mar-07,2:25:40
1435.75,1443.42,0,0,77.4,67.8,0,0,13648,-999.25,0,0,1.52,22-Mar-07,2:25:50
1433.1,1443.42,0,0,80,68.3,0,0,13594,-999.25,0,0,1.29,22-Mar-07,2:26:00
1430.39,1443.42,0,0,82.7,69.1,0,0,3641,-999.25,0,0,0,22-Mar-07,2:26:10
1430.16,1443.42,0,0,83,68.5,0,0,0,-999.25,0,0,0,22-Mar-07,2:26:20
1430.16,1443.42,0,0,83,26,0,0,0,-999.25,0,0,0,22-Mar-07,2:26:30
1430.16,1443.42,0,0,83,26.2,0,0,0,-999.25,0,0,0,22-Mar-07,2:26:40
1430.16,1443.42,0,0,83,26.4,0,0,0,-999.25,0,0,0,22-Mar-07,2:26:50
1430.16,1443.42,0,0,83,24.7,50,540.668,0,-999.25,0,0,0,22-Mar-07,2:27:00
1430.16,1443.42,0,0,83.3,15.6,42,1008,0,-999.25,0,0,0,22-Mar-07,2:27:10
1430.16,1443.42,0,0,83.3,16.6,13,16.667,0,-999.25,0,0,0,22-Mar-07,2:27:20
1430.16,1443.42,0,0,83.1,16.9,0,0,0,-999.25,0,0,0,22-Mar-07,2:27:30
1430.16,1443.42,0,0,83.1,17,0,0,0,-999.25,0,0,0,22-Mar-07,2:27:40
1430.16,1443.42,0,0,83.1,17.3,0,0,0,-999.25,0,0,0,22-Mar-07,2:27:50
1430.16,1443.42,0,0,87,17.2,0,0,0,-999.25,0,0,0,22-Mar-07,2:28:00
1430.16,1443.42,0,0,92.8,16,0,0,0,-999.25,0,0,0,22-Mar-07,2:28:10
1430.16,1443.42,0,0,92.7,18.2,0,0,0,-999.25,0,0,0,22-Mar-07,2:28:20
1430.16,1443.42,0,0,92.5,16.5,0,0,0,-999.25,0,0,0,22-Mar-07,2:28:30
1430.76,1443.42,0,0,92.7,68.7,0,0,0,-999.25,0,0,0,22-Mar-07,2:28:40
1436.99,1443.42,0,0,91.9,64.9,0,0,0,-999.25,0,0,0,22-Mar-07,2:28:50
1440.39,1443.42,0,0,85.6,64.1,0,0,0,-999.25,0,0,0,22-Mar-07,2:29:00
1442.19,1443.42,0,0,82.3,67.3,27,21.334,0,-999.25,0,0,0,22-Mar-07,2:29:10
1442.46,1443.42,0,0,80.5,69,15,5.334,0,-999.25,0,0,0,22-Mar-07,2:29:20
1442.46,1443.42,0,0,80.3,64.2,0,0,160,-999.25,0,0,0.14,22-Mar-07,2:29:30
1442.46,1443.42,0,0,80.3,64.1,0,0,4562,-999.25,0,0,1.65,22-Mar-07,2:29:40
1442.46,1443.42,0,0.6,80.3,63.1,0,0,10630,-999.25,0,0,1.52,22-Mar-07,2:29:50
1442.46,1443.42,0,0.9,80.3,62.4,0,0,12467,-999.25,0,0,1.49,22-Mar-07,2:30:00
1442.46,1443.42,0,1,80.3,62.1,0,0,12855,-999.25,0,0,1.51,22-Mar-07,2:30:10
1442.46,1443.42,0,1,80.3,62,0,0,13171,-999.25,0,0,1.51,22-Mar-07,2:30:20
1442.46,1443.42,0,1.1,80.3,62,0,0,13605,-999.25,0,0,1.54,22-Mar-07,2:30:30
1442.46,1443.42,0,1.1,80.3,62,0,0,13691,-999.25,0,0,1.53,22-Mar-07,2:30:40
1442.46,1443.42,0,1.1,80.3,62,0,0,13699,-999.25,0,0,1.53,22-Mar-07,2:30:50
1442.46,1443.42,0,1.1,80.3,62,0,0,13704,-999.25,0,0,1.53,22-Mar-07,2:31:00
1442.46,1443.42,0,1.1,80.3,62.1,0,0,13709,-999.25,0,0,1.53,22-Mar-07,2:31:10
1442.46,1443.42,0,1.1,80.3,62,0,0,13709,-999.25,0,0,1.53,22-Mar-07,2:31:20
1442.46,1443.42,0,1.1,80.3,62,0,0,13732,-999.25,0,0,1.53,22-Mar-07,2:31:30
1442.46,1443.42,0,1.1,80.3,62,0,0,13743,-999.25,0,0,1.52,22-Mar-07,2:31:40
1442.46,1443.42,0,1.1,80.3,62,0,0,13742,-999.25,0,0,1.52,22-Mar-07,2:31:50
1442.46,1443.42,0,1,80.3,62,0,0,13741,-999.25,0,0,1.52,22-Mar-07,2:32:00
1442.46,1443.42,0,1,80.3,64.1,29,459.334,13746,-999.25,0,0,1.52,22-Mar-07,2:32:10
1442.73,1443.42,0,0,80.3,65.2,25,332.667,13743,-999.25,0,0,1.51,22-Mar-07,2:32:20
1443.2,1443.42,0,0,80,64.3,26,196.667,13667,-999.25,0,0,1.51,22-Mar-07,2:32:30
1443.52,1443.52,0,0.1,79.5,64.4,25,226.001,13691,-999.25,0,0,1.51,22-Mar-07,2:32:40
1443.52,1443.52,0,0,79.2,63.7,25,302.667,13931,-999.25,0,0,1.51,22-Mar-07,2:32:50
1443.6,1443.6,3.03,1.9,79.2,63.8,34,266.667,14106,-999.25,3.03,19.8,1.51,22-Mar-07,2:33:00
1443.68,1443.68,3.03,3,79.1,61.6,29,318.667,14848,-999.25,3.03,19.8,1.5,22-Mar-07,2:33:10
1443.74,1443.74,3.03,3.3,79,61.8,31,310.667,15139,-999.25,3.03,19.8,1.49,22-Mar-07,2:33:20
1443.8,1443.8,26.23,3.1,79,61.6,31,299.334,15006,-999.25,26.23,2.29,1.49,22-Mar-07,2:33:30
1443.86,1443.86,26.23,2.5,78.9,62.2,30,295.334,14918,-999.25,26.23,2.29,1.49,22-Mar-07,2:33:40
1443.91,1443.91,26.23,3.3,78.8,61.5,30,292.667,14868,-999.25,26.23,2.29,1.49,22-Mar-07,2:33:50
1443.96,1443.96,26.23,3.5,78.8,61.8,34,271.334,14863,-999.25,26.23,2.29,1.5,22-Mar-07,2:34:00
1443.99,1443.99,26.23,4.1,78.7,61.5,30,310.667,14922,-999.25,26.23,2.29,1.49,22-Mar-07,2:34:10
1444.02,1444.02,14.7,1.5,78.7,62.8,34,293.334,15006,-999.25,14.7,4.08,1.5,22-Mar-07,2:34:20
1444.1,1444.1,14.7,2.7,78.7,61.8,32,291.334,14758,-999.25,14.7,4.08,1.5,22-Mar-07,2:34:30
1444.15,1444.15,14.7,2.6,78.6,61.8,31,290.667,14851,-999.25,14.7,4.08,1.49,22-Mar-07,2:34:40
1444.19,1444.19,14.7,1.5,78.6,62.9,33,288.667,14832,-999.25,14.7,4.08,1.5,22-Mar-07,2:34:50
1444.25,1444.25,20.62,2.2,78.5,62.3,33,274.001,14635,-999.25,20.62,2.91,1.5,22-Mar-07,2:35:00
1444.3,1444.3,20.62,3.3,78.5,62,33,300.001,14829,-999.25,20.62,2.91,1.5,22-Mar-07,2:35:10
1444.36,1444.36,20.62,2.2,78.4,62.1,32,277.334,14904,-999.25,20.62,2.91,1.49,22-Mar-07,2:35:20
1444.39,1444.39,20.62,2.6,78.3,62.7,33,272.667,14757,-999.25,20.62,2.91,1.49,22-Mar-07,2:35:30
1444.46,1444.46,17.73,2.3,78.3,62.7,33,269.334,14695,-999.25,17.73,3.38,1.5,22-Mar-07,2:35:40
1444.49,1444.49,17.73,2.4,78.3,62.6,32,277.334,14634,-999.25,17.73,3.38,1.5,22-Mar-07,2:35:50
1444.55,1444.55,17.73,2.2,78.2,62.6,32,277.334,14650,-999.25,17.73,3.38,1.5,22-Mar-07,2:36:00
1444.62,1444.62,19.84,2.8,78.2,61.7,31,280.667,14787,-999.25,19.84,3.02,1.49,22-Mar-07,2:36:10
1444.63,1444.63,19.84,2.6,78.1,62,33,275.334,14777,-999.25,19.84,3.02,1.5,22-Mar-07,2:36:20
1444.66,1444.66,19.84,2.8,78.1,62.5,33,286.667,14706,-999.25,19.84,3.02,1.5,22-Mar-07,2:36:30
1444.73,1444.73,19.84,2.2,78.1,62.7,33,271.334,14694,-999.25,19.84,3.02,1.5,22-Mar-07,2:36:40
1444.79,1444.79,19.84,1.9,78,62.9,33,270.667,14617,-999.25,19.84,3.02,1.5,22-Mar-07,2:36:50
1444.85,1444.85,16.43,2.9,77.9,61.5,31,280.667,14756,-999.25,16.43,3.65,1.49,22-Mar-07,2:37:00
1444.89,1444.89,16.43,2.7,77.9,62.5,33,283.334,14817,-999.25,16.43,3.65,1.49,22-Mar-07,2:37:10
1444.93,1444.93,16.43,2.7,77.8,62.4,33,280.001,14737,-999.25,16.43,3.65,1.5,22-Mar-07,2:37:20
1444.98,1444.98,16.43,2.4,77.8,62.4,33,278.667,14700,-999.25,16.43,3.65,1.5,22-Mar-07,2:37:30
1445.04,1445.04,16.8,2,77.7,63.1,34,268.001,14720,-999.25,16.8,3.57,1.5,22-Mar-07,2:37:40
1445.08,1445.08,16.8,2.2,77.7,63.1,33,271.334,14638,-999.25,16.8,3.57,1.5,22-Mar-07,2:37:50
1445.14,1445.14,16.8,3,77.6,61.8,32,302.667,14821,-999.25,16.8,3.57,1.5,22-Mar-07,2:38:00
1445.2,1445.2,16.8,2.2,77.6,62.8,33,268.001,14870,-999.25,16.8,3.57,1.5,22-Mar-07,2:38:10
1445.23,1445.23,20.69,3.2,77.5,62.1,32,288.001,14814,-999.25,20.69,2.9,1.49,22-Mar-07,2:38:20
1445.29,1445.29,20.69,2.2,77.5,62.6,35,265.334,14807,-999.25,20.69,2.9,1.5,22-Mar-07,2:38:30
1445.33,1445.33,20.69,2.4,77.4,62.4,34,272.667,14643,-999.25,20.69,2.9,1.5,22-Mar-07,2:38:40
1445.39,1445.39,20.69,3.5,77.4,61.3,33,294.001,14731,-999.25,20.69,2.9,1.5,22-Mar-07,2:38:50
1445.44,1445.44,16.01,3.2,77.3,61.4,32,274.667,14813,-999.25,16.01,3.75,1.49,22-Mar-07,2:39:00
1445.47,1445.47,16.01,3.2,77.3,61.9,33,294.001,14873,-999.25,16.01,3.75,1.5,22-Mar-07,2:39:10
1445.53,1445.53,16.01,3.4,77.2,61.4,32,310.001,14923,-999.25,16.01,3.75,1.49,22-Mar-07,2:39:20
1445.6,1445.6,16.01,2.4,77.2,62.2,32,282.667,15010,-999.25,16.01,3.75,1.49,22-Mar-07,2:39:30
1445.64,1445.64,17.81,2.5,77.1,62.8,32,287.334,14804,-999.25,17.81,3.37,1.5,22-Mar-07,2:39:40
1445.7,1445.7,17.81,2.7,77.1,61.6,31,284.001,14740,-999.25,17.81,3.37,1.5,22-Mar-07,2:39:50
1445.71,1445.71,17.81,1.9,77,63.3,34,270.001,14754,-999.25,17.81,3.37,1.5,22-Mar-07,2:40:00
1445.77,1445.77,17.81,1.7,77,62.8,34,267.334,14537,-999.25,17.81,3.37,1.5,22-Mar-07,2:40:10
1445.84,1445.84,18.46,3,76.9,62.7,34,272.001,14538,-999.25,18.46,3.25,1.5,22-Mar-07,2:40:20
1445.87,1445.87,18.46,3.5,76.9,61.7,31,290.001,14777,-999.25,18.46,3.25,1.49,22-Mar-07,2:40:30
1445.9,1445.9,18.46,2.4,76.8,62.6,32,272.667,14776,-999.25,18.46,3.25,1.49,22-Mar-07,2:40:40
1445.98,1445.98,18.46,2.9,76.8,62.2,33,279.334,14699,-999.25,18.46,3.25,1.5,22-Mar-07,2:40:50
1446.02,1446.02,16.83,3,76.7,62.2,31,294.001,14907,-999.25,16.83,3.57,1.49,22-Mar-07,2:41:00
1446.08,1446.08,16.83,2.4,76.7,62.1,31,278.001,14841,-999.25,16.83,3.57,1.49,22-Mar-07,2:41:10
1446.14,1446.14,16.83,2.2,76.6,62.5,33,266.001,14812,-999.25,16.83,3.57,1.5,22-Mar-07,2:41:20
1446.18,1446.18,16.83,2.5,76.6,62.1,32,274.667,14687,-999.25,16.83,3.57,1.49,22-Mar-07,2:41:30
1446.26,1446.26,20.18,3.2,76.5,61.6,32,289.334,14718,-999.25,20.18,2.97,1.49,22-Mar-07,2:41:40
1446.3,1446.3,20.18,3.2,76.5,61.7,30,287.334,14890,-999.25,20.18,2.97,1.49,22-Mar-07,2:41:50
1446.37,1446.37,20.18,3.2,76.4,62.1,33,271.334,14893,-999.25,20.18,2.97,1.49,22-Mar-07,2:42:00
1446.38,1446.38,20.18,3.6,76.3,62.5,33,296.001,14915,-999.25,20.18,2.97,1.49,22-Mar-07,2:42:10
1446.46,1446.46,18.42,1.8,76.3,62.6,33,265.334,14815,-999.25,18.42,3.26,1.49,22-Mar-07,2:42:20
1446.55,1446.55,18.42,3.6,76.3,61.7,32,277.334,14723,-999.25,18.42,3.26,1.49,22-Mar-07,2:42:30
1446.56,1446.56,18.42,3.7,76.2,62.3,32,324.667,15125,-999.25,18.42,3.26,1.49,22-Mar-07,2:42:40
1446.64,1446.64,21.08,2.5,76.2,62.7,35,278.667,15013,-999.25,21.08,2.85,1.5,22-Mar-07,2:42:50
1446.7,1446.7,21.08,2.6,76.1,62.3,32,278.001,14743,-999.25,21.08,2.85,1.49,22-Mar-07,2:43:00
1446.76,1446.76,21.08,3.4,76,61.1,31,296.667,14914,-999.25,21.08,2.85,1.49,22-Mar-07,2:43:10
1446.8,1446.8,21.26,3.6,75.9,61.9,31,297.334,14982,-999.25,21.26,2.82,1.49,22-Mar-07,2:43:20
1446.91,1446.91,21.26,3.7,75.9,61.6,32,286.667,14918,-999.25,21.26,2.82,1.49,22-Mar-07,2:43:30
